,region,region name,year,symbol,label,unit,value
4002,HU1,Közep-Magyaroszag,2011,typ,metabolic typology,no unit,SCS
4003,HU1,Közep-Magyaroszag,2011,urb_typ,urban typology,no unit,
4004,HU1,Közep-Magyaroszag,2012,typ,metabolic typology,no unit,DSG
4005,HU1,Közep-Magyaroszag,2012,urb_typ,urban typology,no unit,
4006,HU1,Közep-Magyaroszag,2013,typ,metabolic typology,no unit,SCS
4007,HU1,Közep-Magyaroszag,2013,urb_typ,urban typology,no unit,
4008,HU1,Közep-Magyaroszag,2014,typ,metabolic typology,no unit,SCS
4009,HU1,Közep-Magyaroszag,2014,urb_typ,urban typology,no unit,
4010,HU1,Közep-Magyaroszag,2015,typ,metabolic typology,no unit,SCS
4011,HU1,Közep-Magyaroszag,2015,urb_typ,urban typology,no unit,
4012,HU1,Közep-Magyaroszag,2016,typ,metabolic typology,no unit,SCS
4013,HU1,Közep-Magyaroszag,2016,urb_typ,urban typology,no unit,
4014,HU1,Közep-Magyaroszag,2017,typ,metabolic typology,no unit,SCS
4015,HU1,Közep-Magyaroszag,2017,urb_typ,urban typology,no unit,
4016,HU1,Közep-Magyaroszag,2018,typ,metabolic typology,no unit,SCS
4017,HU1,Közep-Magyaroszag,2018,urb_typ,urban typology,no unit,
4018,HU1,Közep-Magyaroszag,2019,typ,metabolic typology,no unit,SCS
4019,HU1,Közep-Magyaroszag,2019,urb_typ,urban typology,no unit,
4020,HU2,Dunantul,1990,typ,metabolic typology,no unit,SCS
4021,HU2,Dunantul,1990,urb_typ,urban typology,no unit,
4022,HU2,Dunantul,1991,typ,metabolic typology,no unit,SCS
4023,HU2,Dunantul,1991,urb_typ,urban typology,no unit,
4024,HU2,Dunantul,1992,typ,metabolic typology,no unit,SCS
4025,HU2,Dunantul,1992,urb_typ,urban typology,no unit,
4026,HU2,Dunantul,1993,typ,metabolic typology,no unit,SCS
4027,HU2,Dunantul,1993,urb_typ,urban typology,no unit,
4028,HU2,Dunantul,1994,typ,metabolic typology,no unit,SCS
4029,HU2,Dunantul,1994,urb_typ,urban typology,no unit,
4030,HU2,Dunantul,1995,typ,metabolic typology,no unit,SCS
4031,HU2,Dunantul,1995,urb_typ,urban typology,no unit,
4032,HU2,Dunantul,1996,typ,metabolic typology,no unit,SCS
4033,HU2,Dunantul,1996,urb_typ,urban typology,no unit,
4034,HU2,Dunantul,1997,typ,metabolic typology,no unit,SCS
4035,HU2,Dunantul,1997,urb_typ,urban typology,no unit,
4036,HU2,Dunantul,1998,typ,metabolic typology,no unit,SCS
4037,HU2,Dunantul,1998,urb_typ,urban typology,no unit,
4038,HU2,Dunantul,1999,typ,metabolic typology,no unit,SCS
4039,HU2,Dunantul,1999,urb_typ,urban typology,no unit,
4040,HU2,Dunantul,2000,typ,metabolic typology,no unit,DSG
4041,HU2,Dunantul,2000,urb_typ,urban typology,no unit,
4042,HU2,Dunantul,2001,typ,metabolic typology,no unit,SCS
4043,HU2,Dunantul,2001,urb_typ,urban typology,no unit,
4044,HU2,Dunantul,2002,typ,metabolic typology,no unit,SCS
4045,HU2,Dunantul,2002,urb_typ,urban typology,no unit,
4046,HU2,Dunantul,2003,typ,metabolic typology,no unit,DSG
4047,HU2,Dunantul,2003,urb_typ,urban typology,no unit,
4048,HU2,Dunantul,2004,typ,metabolic typology,no unit,SCS
4049,HU2,Dunantul,2004,urb_typ,urban typology,no unit,
4050,HU2,Dunantul,2005,typ,metabolic typology,no unit,SCS
4051,HU2,Dunantul,2005,urb_typ,urban typology,no unit,
4052,HU2,Dunantul,2006,typ,metabolic typology,no unit,SCS
4053,HU2,Dunantul,2006,urb_typ,urban typology,no unit,
4054,HU2,Dunantul,2007,typ,metabolic typology,no unit,SCS
4055,HU2,Dunantul,2007,urb_typ,urban typology,no unit,
4056,HU2,Dunantul,2008,typ,metabolic typology,no unit,SCS
4057,HU2,Dunantul,2008,urb_typ,urban typology,no unit,
4058,HU2,Dunantul,2009,typ,metabolic typology,no unit,SCS
4059,HU2,Dunantul,2009,urb_typ,urban typology,no unit,
4060,HU2,Dunantul,2010,typ,metabolic typology,no unit,SCS
4061,HU2,Dunantul,2010,urb_typ,urban typology,no unit,
4062,HU2,Dunantul,2011,typ,metabolic typology,no unit,SCS
4063,HU2,Dunantul,2011,urb_typ,urban typology,no unit,
4064,HU2,Dunantul,2012,typ,metabolic typology,no unit,SCS
4065,HU2,Dunantul,2012,urb_typ,urban typology,no unit,
4066,HU2,Dunantul,2013,typ,metabolic typology,no unit,SCS
4067,HU2,Dunantul,2013,urb_typ,urban typology,no unit,
4068,HU2,Dunantul,2014,typ,metabolic typology,no unit,SCS
4069,HU2,Dunantul,2014,urb_typ,urban typology,no unit,
4070,HU2,Dunantul,2015,typ,metabolic typology,no unit,SCS
4071,HU2,Dunantul,2015,urb_typ,urban typology,no unit,
4072,HU2,Dunantul,2016,typ,metabolic typology,no unit,SCS
4073,HU2,Dunantul,2016,urb_typ,urban typology,no unit,
4074,HU2,Dunantul,2017,typ,metabolic typology,no unit,SCS
4075,HU2,Dunantul,2017,urb_typ,urban typology,no unit,
4076,HU2,Dunantul,2018,typ,metabolic typology,no unit,SCS
4077,HU2,Dunantul,2018,urb_typ,urban typology,no unit,
4078,HU2,Dunantul,2019,typ,metabolic typology,no unit,SCS
4079,HU2,Dunantul,2019,urb_typ,urban typology,no unit,
4080,HU3,Alföld Es Eszak,1990,typ,metabolic typology,no unit,SCS
4081,HU3,Alföld Es Eszak,1990,urb_typ,urban typology,no unit,
4082,HU3,Alföld Es Eszak,1991,typ,metabolic typology,no unit,SCS
4083,HU3,Alföld Es Eszak,1991,urb_typ,urban typology,no unit,
4084,HU3,Alföld Es Eszak,1992,typ,metabolic typology,no unit,SCS
4085,HU3,Alföld Es Eszak,1992,urb_typ,urban typology,no unit,
4086,HU3,Alföld Es Eszak,1993,typ,metabolic typology,no unit,DSG
4087,HU3,Alföld Es Eszak,1993,urb_typ,urban typology,no unit,
4088,HU3,Alföld Es Eszak,1994,typ,metabolic typology,no unit,SCS
4089,HU3,Alföld Es Eszak,1994,urb_typ,urban typology,no unit,
4090,HU3,Alföld Es Eszak,1995,typ,metabolic typology,no unit,SCS
4091,HU3,Alföld Es Eszak,1995,urb_typ,urban typology,no unit,
4092,HU3,Alföld Es Eszak,1996,typ,metabolic typology,no unit,SCS
4093,HU3,Alföld Es Eszak,1996,urb_typ,urban typology,no unit,
4094,HU3,Alföld Es Eszak,1997,typ,metabolic typology,no unit,SCS
4095,HU3,Alföld Es Eszak,1997,urb_typ,urban typology,no unit,
4096,HU3,Alföld Es Eszak,1998,typ,metabolic typology,no unit,SCS
4097,HU3,Alföld Es Eszak,1998,urb_typ,urban typology,no unit,
4098,HU3,Alföld Es Eszak,1999,typ,metabolic typology,no unit,SCS
4099,HU3,Alföld Es Eszak,1999,urb_typ,urban typology,no unit,
4100,HU3,Alföld Es Eszak,2000,typ,metabolic typology,no unit,DSG
4101,HU3,Alföld Es Eszak,2000,urb_typ,urban typology,no unit,
4102,HU3,Alföld Es Eszak,2001,typ,metabolic typology,no unit,SCS
4103,HU3,Alföld Es Eszak,2001,urb_typ,urban typology,no unit,
4104,HU3,Alföld Es Eszak,2002,typ,metabolic typology,no unit,DSG
4105,HU3,Alföld Es Eszak,2002,urb_typ,urban typology,no unit,
4106,HU3,Alföld Es Eszak,2003,typ,metabolic typology,no unit,DSG
4107,HU3,Alföld Es Eszak,2003,urb_typ,urban typology,no unit,
4108,HU3,Alföld Es Eszak,2004,typ,metabolic typology,no unit,SCS
4109,HU3,Alföld Es Eszak,2004,urb_typ,urban typology,no unit,
4110,HU3,Alföld Es Eszak,2005,typ,metabolic typology,no unit,SCS
4111,HU3,Alföld Es Eszak,2005,urb_typ,urban typology,no unit,
4112,HU3,Alföld Es Eszak,2006,typ,metabolic typology,no unit,SCS
4113,HU3,Alföld Es Eszak,2006,urb_typ,urban typology,no unit,
4114,HU3,Alföld Es Eszak,2007,typ,metabolic typology,no unit,DSG
4115,HU3,Alföld Es Eszak,2007,urb_typ,urban typology,no unit,
4116,HU3,Alföld Es Eszak,2008,typ,metabolic typology,no unit,SCS
4117,HU3,Alföld Es Eszak,2008,urb_typ,urban typology,no unit,
4118,HU3,Alföld Es Eszak,2009,typ,metabolic typology,no unit,SCS
4119,HU3,Alföld Es Eszak,2009,urb_typ,urban typology,no unit,
4120,HU3,Alföld Es Eszak,2010,typ,metabolic typology,no unit,SCS
4121,HU3,Alföld Es Eszak,2010,urb_typ,urban typology,no unit,
4122,HU3,Alföld Es Eszak,2011,typ,metabolic typology,no unit,SCS
4123,HU3,Alföld Es Eszak,2011,urb_typ,urban typology,no unit,
4124,HU3,Alföld Es Eszak,2012,typ,metabolic typology,no unit,DSG
4125,HU3,Alföld Es Eszak,2012,urb_typ,urban typology,no unit,
4126,HU3,Alföld Es Eszak,2013,typ,metabolic typology,no unit,SCS
4127,HU3,Alföld Es Eszak,2013,urb_typ,urban typology,no unit,
4128,HU3,Alföld Es Eszak,2014,typ,metabolic typology,no unit,SCS
4129,HU3,Alföld Es Eszak,2014,urb_typ,urban typology,no unit,
4130,HU3,Alföld Es Eszak,2015,typ,metabolic typology,no unit,SCS
4131,HU3,Alföld Es Eszak,2015,urb_typ,urban typology,no unit,
4132,HU3,Alföld Es Eszak,2016,typ,metabolic typology,no unit,SCS
4133,HU3,Alföld Es Eszak,2016,urb_typ,urban typology,no unit,
4134,HU3,Alföld Es Eszak,2017,typ,metabolic typology,no unit,SCS
4135,HU3,Alföld Es Eszak,2017,urb_typ,urban typology,no unit,
4136,HU3,Alföld Es Eszak,2018,typ,metabolic typology,no unit,SCS
4137,HU3,Alföld Es Eszak,2018,urb_typ,urban typology,no unit,
4138,HU3,Alföld Es Eszak,2019,typ,metabolic typology,no unit,SCS
4139,HU3,Alföld Es Eszak,2019,urb_typ,urban typology,no unit,
4140,IE04,NW Ireland,1990,typ,metabolic typology,no unit,MXG
4141,IE04,NW Ireland,1990,urb_typ,urban typology,no unit,
4142,IE04,NW Ireland,1991,typ,metabolic typology,no unit,MXG
4143,IE04,NW Ireland,1991,urb_typ,urban typology,no unit,
4144,IE04,NW Ireland,1992,typ,metabolic typology,no unit,MXG
4145,IE04,NW Ireland,1992,urb_typ,urban typology,no unit,
4146,IE04,NW Ireland,1993,typ,metabolic typology,no unit,MXG
4147,IE04,NW Ireland,1993,urb_typ,urban typology,no unit,
4148,IE04,NW Ireland,1994,typ,metabolic typology,no unit,MXG
4149,IE04,NW Ireland,1994,urb_typ,urban typology,no unit,
4150,IE04,NW Ireland,1995,typ,metabolic typology,no unit,MXG
4151,IE04,NW Ireland,1995,urb_typ,urban typology,no unit,
4152,IE04,NW Ireland,1996,typ,metabolic typology,no unit,MXG
4153,IE04,NW Ireland,1996,urb_typ,urban typology,no unit,
4154,IE04,NW Ireland,1997,typ,metabolic typology,no unit,MXG
4155,IE04,NW Ireland,1997,urb_typ,urban typology,no unit,
4156,IE04,NW Ireland,1998,typ,metabolic typology,no unit,MXG
4157,IE04,NW Ireland,1998,urb_typ,urban typology,no unit,
4158,IE04,NW Ireland,1999,typ,metabolic typology,no unit,MXG
4159,IE04,NW Ireland,1999,urb_typ,urban typology,no unit,
4160,IE04,NW Ireland,2000,typ,metabolic typology,no unit,MXG
4161,IE04,NW Ireland,2000,urb_typ,urban typology,no unit,
4162,IE04,NW Ireland,2001,typ,metabolic typology,no unit,MXG
4163,IE04,NW Ireland,2001,urb_typ,urban typology,no unit,
4164,IE04,NW Ireland,2002,typ,metabolic typology,no unit,MXG
4165,IE04,NW Ireland,2002,urb_typ,urban typology,no unit,
4166,IE04,NW Ireland,2003,typ,metabolic typology,no unit,MXG
4167,IE04,NW Ireland,2003,urb_typ,urban typology,no unit,
4168,IE04,NW Ireland,2004,typ,metabolic typology,no unit,MXG
4169,IE04,NW Ireland,2004,urb_typ,urban typology,no unit,
4170,IE04,NW Ireland,2005,typ,metabolic typology,no unit,MXG
4171,IE04,NW Ireland,2005,urb_typ,urban typology,no unit,
4172,IE04,NW Ireland,2006,typ,metabolic typology,no unit,MXG
4173,IE04,NW Ireland,2006,urb_typ,urban typology,no unit,
4174,IE04,NW Ireland,2007,typ,metabolic typology,no unit,MXG
4175,IE04,NW Ireland,2007,urb_typ,urban typology,no unit,
4176,IE04,NW Ireland,2008,typ,metabolic typology,no unit,MXG
4177,IE04,NW Ireland,2008,urb_typ,urban typology,no unit,
4178,IE04,NW Ireland,2009,typ,metabolic typology,no unit,MXG
4179,IE04,NW Ireland,2009,urb_typ,urban typology,no unit,
4180,IE04,NW Ireland,2010,typ,metabolic typology,no unit,MXG
4181,IE04,NW Ireland,2010,urb_typ,urban typology,no unit,
4182,IE04,NW Ireland,2011,typ,metabolic typology,no unit,MXG
4183,IE04,NW Ireland,2011,urb_typ,urban typology,no unit,
4184,IE04,NW Ireland,2012,typ,metabolic typology,no unit,MXG
4185,IE04,NW Ireland,2012,urb_typ,urban typology,no unit,
4186,IE04,NW Ireland,2013,typ,metabolic typology,no unit,MXG
4187,IE04,NW Ireland,2013,urb_typ,urban typology,no unit,
4188,IE04,NW Ireland,2014,typ,metabolic typology,no unit,MXG
4189,IE04,NW Ireland,2014,urb_typ,urban typology,no unit,
4190,IE04,NW Ireland,2015,typ,metabolic typology,no unit,MXG
4191,IE04,NW Ireland,2015,urb_typ,urban typology,no unit,
4192,IE04,NW Ireland,2016,typ,metabolic typology,no unit,MXG
4193,IE04,NW Ireland,2016,urb_typ,urban typology,no unit,
4194,IE04,NW Ireland,2017,typ,metabolic typology,no unit,MXG
4195,IE04,NW Ireland,2017,urb_typ,urban typology,no unit,
4196,IE04,NW Ireland,2018,typ,metabolic typology,no unit,MXG
4197,IE04,NW Ireland,2018,urb_typ,urban typology,no unit,
4198,IE04,NW Ireland,2019,typ,metabolic typology,no unit,MXG
4199,IE04,NW Ireland,2019,urb_typ,urban typology,no unit,
4200,IE05,South Ireland,1990,typ,metabolic typology,no unit,MXG
4201,IE05,South Ireland,1990,urb_typ,urban typology,no unit,
4202,IE05,South Ireland,1991,typ,metabolic typology,no unit,MXG
4203,IE05,South Ireland,1991,urb_typ,urban typology,no unit,
4204,IE05,South Ireland,1992,typ,metabolic typology,no unit,MXG
4205,IE05,South Ireland,1992,urb_typ,urban typology,no unit,
4206,IE05,South Ireland,1993,typ,metabolic typology,no unit,MXG
4207,IE05,South Ireland,1993,urb_typ,urban typology,no unit,
4208,IE05,South Ireland,1994,typ,metabolic typology,no unit,MXG
4209,IE05,South Ireland,1994,urb_typ,urban typology,no unit,
4210,IE05,South Ireland,1995,typ,metabolic typology,no unit,MXG
4211,IE05,South Ireland,1995,urb_typ,urban typology,no unit,
4212,IE05,South Ireland,1996,typ,metabolic typology,no unit,MXG
4213,IE05,South Ireland,1996,urb_typ,urban typology,no unit,
4214,IE05,South Ireland,1997,typ,metabolic typology,no unit,MXG
4215,IE05,South Ireland,1997,urb_typ,urban typology,no unit,
4216,IE05,South Ireland,1998,typ,metabolic typology,no unit,MXG
4217,IE05,South Ireland,1998,urb_typ,urban typology,no unit,
4218,IE05,South Ireland,1999,typ,metabolic typology,no unit,MXG
4219,IE05,South Ireland,1999,urb_typ,urban typology,no unit,
4220,IE05,South Ireland,2000,typ,metabolic typology,no unit,MXG
4221,IE05,South Ireland,2000,urb_typ,urban typology,no unit,
4222,IE05,South Ireland,2001,typ,metabolic typology,no unit,MXG
4223,IE05,South Ireland,2001,urb_typ,urban typology,no unit,
4224,IE05,South Ireland,2002,typ,metabolic typology,no unit,MXG
4225,IE05,South Ireland,2002,urb_typ,urban typology,no unit,
4226,IE05,South Ireland,2003,typ,metabolic typology,no unit,MXG
4227,IE05,South Ireland,2003,urb_typ,urban typology,no unit,
4228,IE05,South Ireland,2004,typ,metabolic typology,no unit,MXG
4229,IE05,South Ireland,2004,urb_typ,urban typology,no unit,
4230,IE05,South Ireland,2005,typ,metabolic typology,no unit,MXG
4231,IE05,South Ireland,2005,urb_typ,urban typology,no unit,
4232,IE05,South Ireland,2006,typ,metabolic typology,no unit,MXG
4233,IE05,South Ireland,2006,urb_typ,urban typology,no unit,
4234,IE05,South Ireland,2007,typ,metabolic typology,no unit,MXG
4235,IE05,South Ireland,2007,urb_typ,urban typology,no unit,
4236,IE05,South Ireland,2008,typ,metabolic typology,no unit,MXG
4237,IE05,South Ireland,2008,urb_typ,urban typology,no unit,
4238,IE05,South Ireland,2009,typ,metabolic typology,no unit,MXG
4239,IE05,South Ireland,2009,urb_typ,urban typology,no unit,
4240,IE05,South Ireland,2010,typ,metabolic typology,no unit,MXG
4241,IE05,South Ireland,2010,urb_typ,urban typology,no unit,
4242,IE05,South Ireland,2011,typ,metabolic typology,no unit,MXG
4243,IE05,South Ireland,2011,urb_typ,urban typology,no unit,
4244,IE05,South Ireland,2012,typ,metabolic typology,no unit,MXG
4245,IE05,South Ireland,2012,urb_typ,urban typology,no unit,
4246,IE05,South Ireland,2013,typ,metabolic typology,no unit,MXG
4247,IE05,South Ireland,2013,urb_typ,urban typology,no unit,
4248,IE05,South Ireland,2014,typ,metabolic typology,no unit,MXG
4249,IE05,South Ireland,2014,urb_typ,urban typology,no unit,
4250,IE05,South Ireland,2015,typ,metabolic typology,no unit,MXG
4251,IE05,South Ireland,2015,urb_typ,urban typology,no unit,
4252,IE05,South Ireland,2016,typ,metabolic typology,no unit,MXG
4253,IE05,South Ireland,2016,urb_typ,urban typology,no unit,
4254,IE05,South Ireland,2017,typ,metabolic typology,no unit,MXG
4255,IE05,South Ireland,2017,urb_typ,urban typology,no unit,
4256,IE05,South Ireland,2018,typ,metabolic typology,no unit,MXG
4257,IE05,South Ireland,2018,urb_typ,urban typology,no unit,
4258,IE05,South Ireland,2019,typ,metabolic typology,no unit,MXG
4259,IE05,South Ireland,2019,urb_typ,urban typology,no unit,
4260,IE06,Eastern and Midland Ireland,1990,typ,metabolic typology,no unit,MXG
4261,IE06,Eastern and Midland Ireland,1990,urb_typ,urban typology,no unit,
4262,IE06,Eastern and Midland Ireland,1991,typ,metabolic typology,no unit,MXG
4263,IE06,Eastern and Midland Ireland,1991,urb_typ,urban typology,no unit,
4264,IE06,Eastern and Midland Ireland,1992,typ,metabolic typology,no unit,MXG
4265,IE06,Eastern and Midland Ireland,1992,urb_typ,urban typology,no unit,
4266,IE06,Eastern and Midland Ireland,1993,typ,metabolic typology,no unit,MXG
4267,IE06,Eastern and Midland Ireland,1993,urb_typ,urban typology,no unit,
4268,IE06,Eastern and Midland Ireland,1994,typ,metabolic typology,no unit,MXG
4269,IE06,Eastern and Midland Ireland,1994,urb_typ,urban typology,no unit,
4270,IE06,Eastern and Midland Ireland,1995,typ,metabolic typology,no unit,MXG
4271,IE06,Eastern and Midland Ireland,1995,urb_typ,urban typology,no unit,
4272,IE06,Eastern and Midland Ireland,1996,typ,metabolic typology,no unit,MXG
4273,IE06,Eastern and Midland Ireland,1996,urb_typ,urban typology,no unit,
4274,IE06,Eastern and Midland Ireland,1997,typ,metabolic typology,no unit,MXG
4275,IE06,Eastern and Midland Ireland,1997,urb_typ,urban typology,no unit,
4276,IE06,Eastern and Midland Ireland,1998,typ,metabolic typology,no unit,MXG
4277,IE06,Eastern and Midland Ireland,1998,urb_typ,urban typology,no unit,
4278,IE06,Eastern and Midland Ireland,1999,typ,metabolic typology,no unit,MXG
4279,IE06,Eastern and Midland Ireland,1999,urb_typ,urban typology,no unit,
4280,IE06,Eastern and Midland Ireland,2000,typ,metabolic typology,no unit,MXG
4281,IE06,Eastern and Midland Ireland,2000,urb_typ,urban typology,no unit,
4282,IE06,Eastern and Midland Ireland,2001,typ,metabolic typology,no unit,MXG
4283,IE06,Eastern and Midland Ireland,2001,urb_typ,urban typology,no unit,
4284,IE06,Eastern and Midland Ireland,2002,typ,metabolic typology,no unit,MXG
4285,IE06,Eastern and Midland Ireland,2002,urb_typ,urban typology,no unit,
4286,IE06,Eastern and Midland Ireland,2003,typ,metabolic typology,no unit,MXG
4287,IE06,Eastern and Midland Ireland,2003,urb_typ,urban typology,no unit,
4288,IE06,Eastern and Midland Ireland,2004,typ,metabolic typology,no unit,MXG
4289,IE06,Eastern and Midland Ireland,2004,urb_typ,urban typology,no unit,
4290,IE06,Eastern and Midland Ireland,2005,typ,metabolic typology,no unit,MXG
4291,IE06,Eastern and Midland Ireland,2005,urb_typ,urban typology,no unit,
4292,IE06,Eastern and Midland Ireland,2006,typ,metabolic typology,no unit,MXG
4293,IE06,Eastern and Midland Ireland,2006,urb_typ,urban typology,no unit,
4294,IE06,Eastern and Midland Ireland,2007,typ,metabolic typology,no unit,MXG
4295,IE06,Eastern and Midland Ireland,2007,urb_typ,urban typology,no unit,
4296,IE06,Eastern and Midland Ireland,2008,typ,metabolic typology,no unit,MXG
4297,IE06,Eastern and Midland Ireland,2008,urb_typ,urban typology,no unit,
4298,IE06,Eastern and Midland Ireland,2009,typ,metabolic typology,no unit,MXG
4299,IE06,Eastern and Midland Ireland,2009,urb_typ,urban typology,no unit,
4300,IE06,Eastern and Midland Ireland,2010,typ,metabolic typology,no unit,MXG
4301,IE06,Eastern and Midland Ireland,2010,urb_typ,urban typology,no unit,
4302,IE06,Eastern and Midland Ireland,2011,typ,metabolic typology,no unit,MXG
4303,IE06,Eastern and Midland Ireland,2011,urb_typ,urban typology,no unit,
4304,IE06,Eastern and Midland Ireland,2012,typ,metabolic typology,no unit,MXG
4305,IE06,Eastern and Midland Ireland,2012,urb_typ,urban typology,no unit,
4306,IE06,Eastern and Midland Ireland,2013,typ,metabolic typology,no unit,MXG
4307,IE06,Eastern and Midland Ireland,2013,urb_typ,urban typology,no unit,
4308,IE06,Eastern and Midland Ireland,2014,typ,metabolic typology,no unit,MXG
4309,IE06,Eastern and Midland Ireland,2014,urb_typ,urban typology,no unit,
4310,IE06,Eastern and Midland Ireland,2015,typ,metabolic typology,no unit,MXG
4311,IE06,Eastern and Midland Ireland,2015,urb_typ,urban typology,no unit,
4312,IE06,Eastern and Midland Ireland,2016,typ,metabolic typology,no unit,MXG
4313,IE06,Eastern and Midland Ireland,2016,urb_typ,urban typology,no unit,
4314,IE06,Eastern and Midland Ireland,2017,typ,metabolic typology,no unit,MXG
4315,IE06,Eastern and Midland Ireland,2017,urb_typ,urban typology,no unit,
4316,IE06,Eastern and Midland Ireland,2018,typ,metabolic typology,no unit,MXG
4317,IE06,Eastern and Midland Ireland,2018,urb_typ,urban typology,no unit,
4318,IE06,Eastern and Midland Ireland,2019,typ,metabolic typology,no unit,MXG
4319,IE06,Eastern and Midland Ireland,2019,urb_typ,urban typology,no unit,
4320,ITC,Nord-Ovest Italia,1990,typ,metabolic typology,no unit,MXF
4321,ITC,Nord-Ovest Italia,1990,urb_typ,urban typology,no unit,
4322,ITC,Nord-Ovest Italia,1991,typ,metabolic typology,no unit,LVK
4323,ITC,Nord-Ovest Italia,1991,urb_typ,urban typology,no unit,
4324,ITC,Nord-Ovest Italia,1992,typ,metabolic typology,no unit,MXF
4325,ITC,Nord-Ovest Italia,1992,urb_typ,urban typology,no unit,
4326,ITC,Nord-Ovest Italia,1993,typ,metabolic typology,no unit,LVK
4327,ITC,Nord-Ovest Italia,1993,urb_typ,urban typology,no unit,
4328,ITC,Nord-Ovest Italia,1994,typ,metabolic typology,no unit,LVK
4329,ITC,Nord-Ovest Italia,1994,urb_typ,urban typology,no unit,
4330,ITC,Nord-Ovest Italia,1995,typ,metabolic typology,no unit,LVK
4331,ITC,Nord-Ovest Italia,1995,urb_typ,urban typology,no unit,
4332,ITC,Nord-Ovest Italia,1996,typ,metabolic typology,no unit,LVK
4333,ITC,Nord-Ovest Italia,1996,urb_typ,urban typology,no unit,
4334,ITC,Nord-Ovest Italia,1997,typ,metabolic typology,no unit,LVK
4335,ITC,Nord-Ovest Italia,1997,urb_typ,urban typology,no unit,
4336,ITC,Nord-Ovest Italia,1998,typ,metabolic typology,no unit,LVK
4337,ITC,Nord-Ovest Italia,1998,urb_typ,urban typology,no unit,
4338,ITC,Nord-Ovest Italia,1999,typ,metabolic typology,no unit,LVK
4339,ITC,Nord-Ovest Italia,1999,urb_typ,urban typology,no unit,
4340,ITC,Nord-Ovest Italia,2000,typ,metabolic typology,no unit,MXF
4341,ITC,Nord-Ovest Italia,2000,urb_typ,urban typology,no unit,
4342,ITC,Nord-Ovest Italia,2001,typ,metabolic typology,no unit,LVK
4343,ITC,Nord-Ovest Italia,2001,urb_typ,urban typology,no unit,
4344,ITC,Nord-Ovest Italia,2002,typ,metabolic typology,no unit,LVK
4345,ITC,Nord-Ovest Italia,2002,urb_typ,urban typology,no unit,
4346,ITC,Nord-Ovest Italia,2003,typ,metabolic typology,no unit,LVK
4347,ITC,Nord-Ovest Italia,2003,urb_typ,urban typology,no unit,
4348,ITC,Nord-Ovest Italia,2004,typ,metabolic typology,no unit,LVK
4349,ITC,Nord-Ovest Italia,2004,urb_typ,urban typology,no unit,
4350,ITC,Nord-Ovest Italia,2005,typ,metabolic typology,no unit,LVK
4351,ITC,Nord-Ovest Italia,2005,urb_typ,urban typology,no unit,
4352,ITC,Nord-Ovest Italia,2006,typ,metabolic typology,no unit,LVK
4353,ITC,Nord-Ovest Italia,2006,urb_typ,urban typology,no unit,
4354,ITC,Nord-Ovest Italia,2007,typ,metabolic typology,no unit,LVK
4355,ITC,Nord-Ovest Italia,2007,urb_typ,urban typology,no unit,
4356,ITC,Nord-Ovest Italia,2008,typ,metabolic typology,no unit,LVK
4357,ITC,Nord-Ovest Italia,2008,urb_typ,urban typology,no unit,
4358,ITC,Nord-Ovest Italia,2009,typ,metabolic typology,no unit,LVK
4359,ITC,Nord-Ovest Italia,2009,urb_typ,urban typology,no unit,
4360,ITC,Nord-Ovest Italia,2010,typ,metabolic typology,no unit,LVK
4361,ITC,Nord-Ovest Italia,2010,urb_typ,urban typology,no unit,
4362,ITC,Nord-Ovest Italia,2011,typ,metabolic typology,no unit,LVK
4363,ITC,Nord-Ovest Italia,2011,urb_typ,urban typology,no unit,
4364,ITC,Nord-Ovest Italia,2012,typ,metabolic typology,no unit,LVK
4365,ITC,Nord-Ovest Italia,2012,urb_typ,urban typology,no unit,
4366,ITC,Nord-Ovest Italia,2013,typ,metabolic typology,no unit,LVK
4367,ITC,Nord-Ovest Italia,2013,urb_typ,urban typology,no unit,
4368,ITC,Nord-Ovest Italia,2014,typ,metabolic typology,no unit,LVK
4369,ITC,Nord-Ovest Italia,2014,urb_typ,urban typology,no unit,
4370,ITC,Nord-Ovest Italia,2015,typ,metabolic typology,no unit,LVK
4371,ITC,Nord-Ovest Italia,2015,urb_typ,urban typology,no unit,
4372,ITC,Nord-Ovest Italia,2016,typ,metabolic typology,no unit,LVK
4373,ITC,Nord-Ovest Italia,2016,urb_typ,urban typology,no unit,
4374,ITC,Nord-Ovest Italia,2017,typ,metabolic typology,no unit,LVK
4375,ITC,Nord-Ovest Italia,2017,urb_typ,urban typology,no unit,
4376,ITC,Nord-Ovest Italia,2018,typ,metabolic typology,no unit,LVK
4377,ITC,Nord-Ovest Italia,2018,urb_typ,urban typology,no unit,
4378,ITC,Nord-Ovest Italia,2019,typ,metabolic typology,no unit,LVK
4379,ITC,Nord-Ovest Italia,2019,urb_typ,urban typology,no unit,
4380,ITF,Sud Italia,1990,typ,metabolic typology,no unit,DSG
4381,ITF,Sud Italia,1990,urb_typ,urban typology,no unit,
4382,ITF,Sud Italia,1991,typ,metabolic typology,no unit,DSG
4383,ITF,Sud Italia,1991,urb_typ,urban typology,no unit,
4384,ITF,Sud Italia,1992,typ,metabolic typology,no unit,DSG
4385,ITF,Sud Italia,1992,urb_typ,urban typology,no unit,
4386,ITF,Sud Italia,1993,typ,metabolic typology,no unit,DSG
